,text,target
526,"कांची के पिता वतन की रक्षा करते हुए शहीद हो गए।
",1
575,"मुझे लगता है कि भारत में लोगों की मानसिकता बदलनी चाहिए कि लड़की बोझ नहीं है.
",1
2162,"मेरी कॉम की शूटिंग के अंतिम दो दिन मुश्किल से भी ज्यादा मुश्किल रहे।
",0
2010,"वाराणसी प्रशासन अलिखित आदेश का पालन कर रही है
",0
2179,"हरदो निवासी रमेश के मुताबिक सेंटर खुलने का समय 9 बजे से अपराह्न 6 बजे तक है किन्तु जब भी आए ताला बंद ही मिलता है।
",0
420,"मलिंगा से सही सलामत जूझना भारत की सबसे बड़ी जीत  हैं।
",1
1241,"उस वक्त सलमान नशे की हालत में थे और गाडी से उतरते ही जमीन पर गिर गए थे।
",0
635,"इसके विपरीत उन्होंने खुद मुंबई पुलिस को कठघरे में खड़ा कर दिया है।
",1
882,"राजस्थान की टीम हार के बावजूद तीसरे स्थान पर ही कायम है।
",1
2204,"बहुत सारे मंत्रालय अभी भी अपने प्रोक्योरमेंट प्लान को अंतिम रुप नहीं दे पाए हैं।
",0
2166,"मरीजों की संख्या में पहले से काफी कमी आई है, लेकिन अभी भी मरीज आ रहे हैं।
",0
639,"इस बार मामला उलटा दिख रहा है।
",1
1142,"भारत एक विकासशील देश है
",1
117,"नवाजुद्दीन सिद्दिकी का कहना है कि ट्रेनिंग की वजह से मुझ जैसा अनाकर्षक आदमी एक अभिनेता बना.
",1
975,"मनचाही भिक्षा पाकर साधु ने दाता को तृप्त मन से दुवाएँ दी
",1
1456,"वारदात में अभिमन्यु भी घायल हुआ।
",0
626,"मैं खेल के सभी तीनों प्रारूपों में अपनी बल्लेबाजी सही करने की कोशिश कर रहा हूं।
",1
1410,"वह बहुत अभिमानी था और अत्याचारी भी।
",0
281,"करीब तीन घंटे चली इस चर्चा में विभागाध्यक्षों से शिक्षा में गुणवत्ता को बढ़ाने के लिए रायशुमारी ली गई।
",1
1771,"जाम खुलते न देख वाहन चालक अन्य रास्तों से निकलने पर विवश थे।
",0
1486," चोटिल नाथन कोल्टर नाइल की जगह दक्षिण अफ्रीका के लेग स्पिनर इमरान ताहिर को लिया जा सकता है
",0
398,"स्कीम पारदर्शिता, स्पष्ट ध्येय, और पक्षपाती ना हो, इन कसौटी पर खरी होनी चाहिए।
",1
2184,"शासन ने एक करोड़ रुपए स्वीकृत किए थे, किन्तु जमीन का विवाद होने से मामला ठंडे बस्ते में चला गया था।
",0
2311,"यह अविचारणीय बात है
",0
950,"धार्मिक व्यक्ति विपत्ति में भी अपना धर्म नहीं छोड़ता
",1
1631,"सबकुछ ठीकठाक रहा तो दोनों देशों के बीच अगले साल टेस्ट सीरीज हो सकती है.
",0
80,"रुपए चुकाने के बाद पीड़ित के शोर मचाने पर पहुंची भीड़ ने आरोपी को पकड़ कर पीटने के बाद गंगाघाट थाना पुलिस के हवाले कर दिया।
",1
1179,"ज्यादातर लोग गोरी बहू पसंद करते हैं
",1
520,"टाटा मोटर्स का उपयोगी वाहन मोवस पेश.
",1
1707," सड़क हादसे में 11 लोगों की दर्दनाक मौत |
",0
557,"व्यापारियों को अपने अधिकारों के प्रति जागरूक होना होगा, तभी उनका उत्पीड़न रुक सकता है।
",1
1848,"गंभीर अवस्था में कई बच्चों को भर्ती भी करना पड़ रहा है।
",0
170,"डीपीआईपी योजना से लाभान्वित कई महिलाओं ने कलेक्टर श्री मिश्रा को अपनी सफलता की कहानी सुनाई।
",1
648,"किसी गरीब के साथ इस तरह का भद्दा मजाक करना ठीक नहीं है 
",1
1352,"उसे एक दिन ऐसा लगता है कि उसके परिवार के लोगों के संग कुछ अनहोनी हो रही है।
",0
2178,"इन स्कूलों में बिजली ठप रही और मीटर भी नहीं घूमे किन्तु बिजली विभाग को इससे सरोकार नहीं।
",0
1962,"मामला दो समुदाय के बीच का होने से बाजार में भगदड़ मच गई।
",0
1279," टेस्ट में असफल रहा एथलीट यह पुरस्कार ग्रहण नहीं कर सकता है।
",0
2161,"मंदिर तक जाने वाले पैदल मार्ग पर उपलब्ध सुविधाएं बहुत कम हैं।
",0
110,"करेंट एकाउंट डेफिसिट की हालत में सुधार आ सकता है।
",1
2334,"तुम असभ्य व्यक्ति की तरह क्यों रहते हो
",0
1028,"भारत अनगढ़ हीरो का आयात करता है
",1
793,"युवक ने अपनी मेहनत व लगन से सवा करोड़ रुपये का कारोबार खड़ा कर दिया।
",1
1869,"वेद हमें राष्ट्रीयता की उदात्त भावना से जोड़ते हैं और देश के प्रति हमें दायित्व का बोध नहीं करवाते हैं।
",0
349,"बालीवुड की डिंपल गर्ल दीपिका पादुकोण का कहना है कि वह दक्षिण भारतीय फिल्मों के महानायक रजनीकांत की सादगी और विनम्रता की कायल हो गई हैं.
",1
667,"विक्की अपने स्कूल में होने वाले स्वतंत्रता दिवस समारोह को ले कर बहुत उत्साहित था। 
",1
1875,"इस प्रारूप से क्रिकेट खेलने के पूरे तरीके पर भी गहरा प्रभाव पड़ा है।
",0
760,"मैं टूटी हुई फूलदानी जोडऩे में सिद्धहस्त हूं।
",1
562,"शुभ दिन और रोहिणी नक्षत्र का संयोग होने से यह महाफलदायी तिथि के रूप में मान्य है.
",1
1774,"यहीं नही प्राइवेट दवा व्यवसायी अस्पताल के अंदर आकर मरीजों को अपनी दुकान से दवाएं खरीदने को विवश करते हैं।
",0
1617,"लोगों के मुताबिक भीड़ के कारण अस्पताल में डॉक्टर को दिखाने के लिए उन्हें सुबह से लाइन में लगना पड़ता है।
",0
1537,"उन्होंने डेल स्टेन की इस तरह धुनाई की मानो उन्हें यह चेतावनी दे रहे हों कि दोबारा मेरे रास्ते में मत आना।
",0
1144,"सारे जरूरी कागज इस नत्थी में संलग्न हैं
",1
1268,"छह साल बीत गए हैं पर दर्द अब भी ताज़ा है.
",0
1957,"इसके पहले मंगलवार को रक्षामंत्रालय ने एथारिटी को चैनल के विरूद्ध कार्रवाई के लिए लिखा।
",0
999,"वाह! क्या अनुपम दृश्य है
",1
729,"इन शिविरों में बच्चों को खेल की विभिन्न विधाओं में पारंगत करने के लिए उन्हें उसकी बारीकियों से अवगत कराया जाएगा।
",1
668,"विक्की अपनी दादी को बहुत प्यार करता था। 
",1
571,"उनका मानना है कि फिल्मोद्योग में व्यक्तित्व और प्रदर्शन सफलता का राज है।
",1
585,"फिर एक ऐसा वक्त आया कि उनका नाम ही कामयाबी की गारंटी बन गया।
",1
1424,"बेंगलूर की ओर से खेल रहे क्रिस गेल ने भी वेस्टइंडीज के अपने साथी को शांत कराया.
",0
719,"राजस्थान के बारा सहित कई शहरों का आवागमन सुगम हो जाएगा।
",1
1,"दोनों में दोस्ताना माहौल लग रहा है इसलिए इन्हें रात भर के लिए बाड़े में छोड़ दिया जाए।
",1
1307,"वे वजन बढ़ाने वाले सप्लीमेंट्स  लेते हैं जो कि शरीर के लिए हानिकारक है।
",0
1790,"कई लोगों का मानना है कि शो का फॉर्मेट ही इस तरह का है जो लोगों को बुरा बरताव करने पर मजबूर करता है.
",0
2189,"दूसरे समुदाय के लोग भी हक जमाने आ जाते हैं और फिर सामने आता है सामाजिक अंतर्विरोध।
",0
1030,"यह फूल इन सबसे अलग है
",1
642,"अन्य निर्माता किशोर लूला और फिल्म के संगीतकारों एवं गीतकारों के विरुद्ध भी वारंट जारी किए गए.
",1
1396,"इनमें एक सैकड़ा से अधिक परीक्षार्थी अपने फोटो पहचान पत्र न ला पाने के कारण परीक्षा से वंचित रह गए।
",0
202,"मड़ियादो क्षेत्र के डोली पंचायत के रमपुरा गांव निवासी चंदू पिता छिम्मा आदिवासी ने यह कारनामा करके दिखाया हैं।
",1
1985,"जिला मुख्यालय सहित अनेक स्थानों पर पटरी व्यवसायियों के लिए एक निश्चित स्थान नहीं है
",0
1325," रिश्तों पर शुद्ध ब्लैक एंड व्हाइट रंग चढ़ाना जायज नहीं होगा।
",0
899,"पंजाब आशा के अनुसार एक बार फिर बेहतरीन बल्लेबाजी की और जीत के साथ टॉप पर पहुंच गई.
",1
604,"बल्लेबाजी में एरोन फिंच और डेविड वार्नर ने अपनी छाप छोड़ी है।
",1
1278,"कुछ फिल्मों की कहानियां वे लिख चुके हैं, ये बात और है कि उनकी लिखी फिल्में बॉक्स ऑफिस पर बुरी तरह असफल रही हैं।
",0
541,"बात अगर  बॉडी बिल्डिंग की हो, तो ये थ्यौरी बिल्कुल सटीक है।
",1
2185,"उन्होंने रिश्वत की रकम होने से इंकार किया किन्तु जब वर्दी उतरवाकर पैसे बरामद किए गए तो रिश्वत में दिए गए निकले।
",0
1717," बारिश नहीं होने से खरीफ की फसलों को नुकसान हुआ है।
",0
1344,"इसके बिना जीडीपी को दोबारा ग्रोथ के रास्ते पर लाना मुमकिन नहीं है
",0
1610,"मैं फिल्म महोत्सव में जा सकता था, लेकिन मैं इस बात को लेकर आश्वस्त नहीं था कि इसे वह रिलीज मिल रही है या नहीं, जिसके यह काबिल है।
",0
2314,"बरसों से चले आ रहे पत्रों का सिलसिला अचानक टूट गया
",0
343,"डिविलियर्स की इस तूफानी बैटिंग के सभी कायल हो गए हैं.
",1
1328,"कांग्रेस नेता चिरंजीवी पर तब पत्थर, टमाटर और अंडे फेंके गए, जब उन्होंने नरेंद्र मोदी को 'हिटलर' कहा था।
",0
76,"उनकी खूबसूरत अदाकारी ने बॉलीवुड में कईयों को उनका दीवाना बना रखा है।
",1
596,"इसके अलावा उनकी खर्च की जवाबदेही को स्पष्टï करने की जरूरत है।
",1
1871,"गुणवत्ता पर कोई नियंत्रण और जवाबदेही नहीं।
",0
1035,"महात्माजी बहुत तेजस्वी हैं
",1
68,"बॉलीवुड के 'दबंग' सलमान खान अपनी आने वाली फिल्म 'किक' के लिए कोई कमी नहीं छोड़ना चाहते।
",1
534,"इसका मतलब है कि दुनिया में हर सात सबसे धनी लोगों में से एक इन देशों का है।
",1
328,"इससे पहले 10 साल तक एचडीएफसी बैंक लगातार मार्केट की उम्मीदों पर खरा उतरा रहा।
",1
540,"किंग खान पर ये बात सटीक भी बैठती है ।
",1
2138,"पिछले वर्ष की अपेक्षा इस वर्ष चुनाव ने बाजार को हल्का कर दिया।
",0
1900,"हमें अपनी सरकार को जवाबदेह बनाने के लिए काम करना है लेकिन देश का धर्मनिरपेक्ष चरित्र कम महत्वपूर्ण नहीं है।
",0
1482,"इस मौके पर उनका चोटिल होना अच्छा नहीं है और हमारे लिए यह बड़ा झटका है।
",0
1580,"नपा प्रशासन व मलेरिया विभाग फागिंग व छिड़काव को लेकर उदासीन है।
",0
1894,"उनका कहना था कि इससे कोई कंपनी दिवालिया भी हो सकती है।
",0
166,"किरोन पोलार्ड की उपयोगी पारी के बाद गेंदबाजों के जोरदार प्रदर्शन की बदौलत मुंबई इंडियंस ने रॉयल चैलेंजर्स बेंगलुरू को 19 रन से हरा दिया।
",1
2047,"घटना से आस पास के किसान इस भय से अपने खेतों में घूमते रहे कि कहीं किसी चिंगारी के भड़के ने पुन: उनके खेतों में आग न लग जाए।
",0
1113,"ज़िंदादिल व्यक्ति का जीवन खुशियों से भरा होता है
",1
887,"पाइडरमैन का किरदार भारत में ज्‍यादा मशहूर है इसलिए इसे अमेरिका से एक दिन पहले ही भारत में रिलीज किया जा रहा है।
",1
1687,"मैच में अधिकतर चीजें ठीक करने के बावजूद हम जीत से सिर्फ एक शॉट पीछे रह गए।
",0
598,"कहा कि इससे कागजी प्रक्रिया का बोझ कम होगा।
",1
2051,"उन्होंने कहा कि बीजेपी हार के डर से बौखलाकर ऐसे आरोप लगा रही है।
",0
567,"कोई भी निर्धन उनके दरबार से खाली हाथ नहीं लौटता था.
",1
552," बीमारी को नियंत्रित करने और उसे अटैक से बचाने तथा फेफड़ों को सुरक्षित रखने में मदद मिलती है।
",1
155,"फिल्म के ट्रेलर में सिद्धार्थ और श्रद्धा की जबरदस्त एक्टिंग से लगता है दोनों बॉक्स ऑफिस पर छानेवाले हैं.
",1
842,"खिलाड़ियों में बहुत सुधार दिख रहा है। 
",1
1114,"उसने अपने कार्यभार को सहर्ष अंगीकृत किया
",1
50,"दीपिका आगे बढ़ना चाहती हैं और दूसरे मौके तलाशना चाहती हैं।
",1
1189,"मौसम में लगातार परिवर्तन और नलों से आ रहे गंदा पानी ने लोगों की सेहत पर हमला बोल दिया है।
",0
1935,"कुछ हैवानों की वजह से दिल्ली दागदार हो गई है 
",0
1661,"जाफरी ने कहा कि केजरीवाल पर दिल्ली की जनता को बेसहारा छोड़ देने का इल्जाम लगाया जाता है लेकिन सचाई यह है कि दिल्ली की जनता तो ना जाने कब से अनाथ थी।
",0
516,"फिल्म में दमदार भूमिका निभाने के लिए सबसे पहले मैं रोल को लेकर काफी रिसर्च करती हूं।
",1
1163,"सृजनशील गृहणी घर की शोभा बढ़ाती है।
",1
577,"बालमन सिर्फ बाल अवस्था से ताल्लुक नहीं रखता।
",1
1208,"श्वेता की मां अलका मिश्रा को गंभीर चोट आई है।
",0
1849,"दरवाजा खोलकर अंदर देखा तो युवक झुलसी अवस्था में बेड पर तड़प रहा था।
",0
1944,"प्राचार्य खुश नहीं थे।  
",0
982,"उसके शरीर की संरचना सुगठित है
",1
908,"कार्ययोजना की स्वीकृति के लिए ब्यूरो के नागपुर कार्यालय पर निर्भर नहीं रहना पड़ेगा।
",1
1447,"बिल्डिंग में लगी आग इतनी भयानक थी कि आग पर काबू पाने के लिए फायर ब्रिगेड की 9 गाड़ियों को लगना पड़ा।
",0
1507,"बस स्टैंड पर उड़ते धूल के गुबार के बीच भी खाद्य सामग्रियां बेचकर लोगों के जीवन के साथ खिलवाड़ किया जा रहा है।
",0
379,"अच्छे फंड मैनेजर लॉन्ग टर्म में बढ़िया परफॉर्म करते हैं।
",1
674,"चारों ओर सुंदर वन में उदासी छाई हुई थी। 
",1
125,"हम उनके कठिन परिश्रम और काम के प्रति लगन के लिए आभारी हैं।
",1
1034,"गायकों के स्वरों से गुंजित भवन में सभी शांत बैठे थे
",1
811,"इसके बाद पूरे मैच में बार्सिलोना का दबदबा रहा लेकिन ग्रेनाडा ने अपना किला अभेद्य रखते हुए मैच जीत लिया।
",1
1614," प्रबंधन ने उनकी जर्सी को रिटायर करने का फैसला किया है.
",0
279,"राष्ट्रीय उच्च शिक्षा अभियान के तहत फंड देने के लिए मप्र से बरकतउल्ला विवि को चुना गया था।
",1
2168,"दिनेश कार्तिक के अलावा युवा केदार जाधव ने बेहतर प्रतिभा दिखाई है, लेकिन टीम के रूप में सम्मिलित प्रदर्शन कर पाने में वे अब तक नाकामयाब ही रहे हैं।
",0
1303,"इस साल की शुरुआत में ही उन पर अवैध रूप से मादक पदार्थ खरीदने के आरोपों के चलते निकाल दिया गया।
",0
723,"यह पश्चगामी कदम होगा जो कंपाला के साथ रिश्तों को जटिल बनाएगा।
",1
405,"अगर मेरा बीता समय नहीं होता, तो आज यह नहीं होता.
",1
1232,"इस तरह कंपनी के घाटे में बढ़ोतरी हुई है।
",0
225,"यह हादसा और भी भयानक हो सकता था अगर स्थानीय गुज्जर बस्ती के युवक समय पर आग पर काबू नहीं करते।
",1
1879,"फिल्म ने लोगों पर खास छाप नहीं छोड़ी.
",0
747,"मगर सिंह इसके केंद्र में आ गए और उनकी कवायदों ने उन्हें कुशल सुधारक का तमगा दिला दिया।
",1
1105,"आपका व्यक्तित्व भगवान राम से तुलनीय है
",1
255,"बाराबती स्टेडियम में रोमांचक मुकाबला होने की उम्मीद है।
",1
712,"सार्वजनिक स्थानों पर निस्वार्थ भाव से लोगों को पानी पिलाते स्वयंसेवी मिल जाते है।
",1
1931,"टीम इंडिया के कप्तान महेन्द्र सिंह धोनी के वोट नहीं डालने से निराश है।
",0
1566,"एक अच्छे हार्डवेयर के लिए आपको ठीक ढंग से निवेश करने की जरूरत होती है, नहीं तो आपकी खर्च की गई रकम बेकार भी जा सकती है।
",0
1531,"मंगलवार को अस्पताल में मरीजों की भारी भीड़ दिखी, चिकित्सकों के चेंबर में लगी भीड अपनी बारी का इंतजार करती रही।
",0
1472,"ये सभी उस बेकरी में काम करने वाले मजदूर थे और सलमान की एसयूवी से जख्मी होने वालों में शामिल हैं।
",0
1524," संजू बाबा का एक एमएमएस क्लिप मार्केट में घूम रहा है, जिसमें उन्होंने इंडस्ट्री के कुछ लोगों का मज़ाक उड़ाया है।
",0
718,"टीम का मानना है कि इन मरीजों में से कोई गंभीर हालत में नहीं हैं।
",1
1939,"बेतहाशा बिजली कटौती से लोगों में काफी नाराजगी है।
",0
1704,"कम बारिश से पूर्वोत्तर में खेती पर असर, बढ़ेगी महंगाई 
",0
1131,"झीलों से घिरा आई आई टी पवई एक रमणीय स्थल है
",1
1691,"उन्हें भारतीय क्रिकेट के अहित की तनिक भी चिंता नहीं है।
",0
2257,"वह चाहती थीं कि इस सीन को फिल्म में ना रखा जाए.
",0
1602,"यदि मुझे लगेगा कि मैं चुनौती देने में सक्षम हूं, तभी आगे प्रयास करूंगी.
",0
662,"4 साल की बच्ची बोरवेल से सही सलामत निकली है।
",1
264,"मैं अपने पैरंट्स पर बोझ नहीं डालना चाहता था।
",1
2364,"वह मुझसे कभी सीधे बात नहीं करती
",0
1763,"क्रिकेट में कब कुछ हो जाए, कहना मुश्किल ही नहीं नामुमकिन है।
",0
1586,"कंपनियां इसमें निम्न गुणवत्ता वाले सॉफ्टवेयर भी डालती हैं।
",0
233,"वह आशा कर रहे हैं कि हेल्थ, फिटनेस और स्पोर्ट्स के ​मामले में उनकी लाइन इंटरनैशन नामों के लिए ​एक ​भारतीय विकल्प ​हो।
",1
324,"सुबह से ही भारी संख्या में डेरा सच्चा सौदा के अनुयाई युवक और युवतियां ब्लड डोनेशन के लिए लाइनों में लग गए।
",1
1039,"अपनी मेहनत के बल पर उसने कम समय में अत्यधिक उन्नति की है
",1
1958,"कागजों में कर रहे बेदखल जानकार सूत्रों ने बताया कि अधिकारी अतिक्रमण के विरूद्ध कार्रवाई से बच रहे हैं।
",0
87,"सेलिना का कहना है कि वह अपनी इस जंग को आगे भी जारी रखेंगी, चाहे इसके लिए उन्‍हें भारी जोखिम ही क्‍यों न उठाना पड़े।
",1
511,"उनके ट्विटर में आते ही इस सोशल साइट पर जबरदस्त हलचल मच गई।
",1
1972,"देर रात उसने चोरी-छिपे अपने पिता को मोबाइल पर मैसेज कर दिया।
",0
1949,"शिखर के जाने के बाद टीम के अन्य बल्लेबाज लय को बनाए रखने में नाकाम रहे।
",0
1868,"राहुल द्रविड़ ने टीम की कमान संभाली थी और शानदार तरीके से दायित्व नहीं निभाया।
",0
948,"नीरज जी को साक्षात् सुनने का अलग आनंद है
",1
749,"क्रिकेट व अन्य खेलों के कुशल प्रशिक्षक प्रतिभाओं को तराशने का कार्य करेंगे।
",1
545,"यह घर पर समयबद्ध, सकुशल और सुरक्षित पार्सल सुपुर्दगी की पेशकश करती है.
",1
1533,"वहीं सर्राफे का गढ़ माने जाने वाले चौक इलाके में दुकानों का हाल भी भीड़भाड़ भरा था।
",0
77,"पिका आगे बढ़ना चाहती हैं और दूसरे मौके तलाशना चाहती हैं।
",1
2074,"घटना के बाद जिले के व्यापारियों में आक्रोश है।
",0
114,"परिणाम सील अवस्था में न्यायालय के पास सुरक्षित था।
",1
1906,"इससे अनुमान लगाया जा रहा है कि मंगलवार को ही जैन दंपती ने आत्मघाती कदम उठा लिया।
",0
614,"दिनेश त्रिवेदी सुभाषिनी अली को चुनौती माने या न मानें, सुभाषिनी ने मुकाबले को दिलचस्प बनाने में कोई कसर नहीं छोड़ी है।
",1
2209,"यह पहला मौका नहीं है जब इस तरह पेपर लीक होने की घटना सामने आई है।
",0
2199,"शिक्षा के बिना मानव जीवन अधूरा है।
",0
75,"उन्‍होंने एक छोर संभालते हुए तेजतर्रार पारी खेली और दिल्‍ली की जीत पर मुहर लगा दी।
",1
851,"पुजारा ने लंबी अवधि के प्रारूप में निश्चित रूप से नाम कमाया है
",1
1375,"इसी कारण समस्त बैंकों के कर्मचारियों को हड़ताल करने पर मजबूर होना पड़ा।
",0
1647,"मेंस का पर्चा कठिन था, इसके चलते अधिकतम अंक अर्जित करने वालों की संख्या में भी कमी दर्ज की गई है।
",0
1920,"युवराज वर्ल्ड टी-20 फाइनल में हार के सदमे से उबरे नहीं है 
",0
135,"वकीलों का कहना है कि पैसा वापसी के लिए सुपरटेक बाध्य भी नहीं होगा।
",1
952,"महापुरुष व्यक्तित्व के धनी होते हैं
",1
2081,"मैं नहीं चाहती कि अभी मैं ऐसा कुछ कर लूं, जिसके लिए बाद में पछताना पड़े।
",0
675,"जंगलवासियों की मेहनत रंग लाई और जल्दी ही वन में अस्पताल बन गया। 
",1
1430,"फिल्म का बैकग्राउंड स्कोर भी कभी कभी कुछ ज्यादा ही वजनी हो जाता है
",0
705,"छात्राओं का कर्तव्य है कि अनुशासित रहकर शिक्षा प्राप्त कर समाज के विकास में अग्रसर रहे।
",1
1891,"रही सही कसर अतिक्रमण से पूरी हो जाती है।
",0
1902,"च्चों में इस तरह की साइट के इस्तेमाल को लेकर न तो अनुभव होता है और न ही उनके भीतर सही निर्णय क्षमता होती है
",0
1283,"लंदन में दोनों मेडल स्पर्धाओं के फाइनल में पहुंचने के बावजूद भी वह पदक जीतने में नाकामयाब रही थी।
",0
247,"ब्रांडेड आइटम की अपेक्षा लोग देशी कूलर पर ज्यादा भरोसा कर रहे हैं।
",1
1746,"डु प्लेसिस ने इस दौरान कुछ आकर्षक शॉट खेले लेकिन उनका यह प्रयास नाकाफी था।
",0
1157,"याम चित्रकला प्रतियोगिता में प्रथम आया
",1
835,"तमाम कमी-कमजोरियों को तत्काल दूर किए जाने की नितांत आवश्यकता है।
",1
2376,"इस गाँव के बाज़ार में घटिया चीज़ें बिकती हैं
",0
1576,"आंध्र प्रदेश कैडर के एक नौकरशाह ने कहा, 'केसीआर ने तेलंगाना के समर्थन में आवाज बुलंद नहीं की होती, अगर उन्हें मंत्री पद मिल गया होता।
",0
2363,"चित्त पहलवान की बुद्धि काम नहीं कर रही थी
",0
1637,"विराट कोहली को ट्विटर और अन्य नेटवर्किंग साइट से शादी के कई प्रस्ताव आ रहे हैं और इसको देखते हुए शाहरुख़ ख़ान ने स्टेज पर बनावटी स्वयंवर रच दिया.
",0
1296,"लगातार विकेट गिरने से रन गति पर प्रतिकूल प्रभाव पड़ा.
",0
1304,"एक साधु वेशधारी ने टैक्सी चालक को नशीला प्रसाद खिलाकर तीन हजार रुपये लूट लिए।
",0
301,"मानकों पर खरा उतरने के लिए उन्नत मशीनों की जरूरत पड़ रही है।
",1
174,"प्रयास यही है कि कोई भी पीड़ित किसान मुआवजा राशि से वंचित न रहे।
",1
412,"हजारों की आबादी को घाघरा ने विलीन होने देना कतई उचित नहीं है।
",1
1883,"अक्षय तृतीया के मौके पर सोने में अच्छी खरीदारी का रुझान है, लेकिन पिछले कुछ समय से सोने के प्रति आकर्षण कम हुआ है।
",0
867,"स्थिर सरकार बनेगी और अर्थव्यवस्था को फिर से पटरी पर लाने के लिए उनके वादों को पूरा किया जाएगा।
",1
356,"आश्वस्त होने के बाद छत पर पहुंचकर छात्रा ने परिजनों को घटना की जानकारी दी।
",1
359,"यह मल्टीपल डिवाइस में परिवर्तित होने की अनुमति देता है।
",1
484,"सेरेना यह कहना नहीं भूलीं कि जीतना उनके लिए अत्यंत सुखद रहा और वह वाकई में अच्छा खेलीं।
",1
2196,"मोदी के पूर्वजों की यह कहानी यहीं पर आकर नहीं थमती
",0
1426,"इस पर चुप्पी तोड़ते हुए रामपाल ने कहा है कि उनका नाम बेमतलब उठाया जा रहा है।
",0
326,"राजकुमार राव ने अपने बेहतरीन परफॉर्मेंस से खुद को एक परफॉर्मर, आउट ऑफ बॉक्स कलाकार और नेशनल अवॉर्ड का सच्चा अधिकारी साबित किया है।
",1
1298,"गुरुमूर्ति ने कहा है कि यूपीए सरकार की आर्थिक नीतियों ने अर्थव्यवस्था पर प्रतिकूल प्रभाव डाला है.
",0
366,"श्रद्धा कपूर इन दिनों फिल्मों की शूटिंग में काफी व्यस्त है।
",1
646,"आईफोन का मेगापिक्सल का कैमरा काफी बेहतर है।    
",1
579,"मैं इस नई जिम्मेदारी का केवल लुत्फ उठाना चाहता हूं।
",1
694,"सीमा पर शत्रुता के विभिन्न भावों को हास्य पुट के साथ दर्शाती यह फिल्म दर्शकों का कई तरह से मनोरंजन करती है।
",1
1563,"अमरजीत ने पहले भी वोट दिया है, पर अब उन्हें लगता है कि ये बेकार की बातें हैं.
",0
589,"टीम को नरेंद्र मोदी के जीवन पर पाठ तैयार करने का दायित्व सौंपा गया है.
",1
1913,"स्कूलों के विरुद्ध शिकायत मिलने पर कार्रवाई नहीं की जाएगी।
",0
1905,"लिहाजा हमने ऎसे फिल्म कलाकारों को आत्मघाती हमलों में मार डालने की साजिश रची।
",0
1546,"पिछले दो साल के दौरान हमारी आर्थिक वृद्धि दर कम हुई है।
",0
2030,"बेन डंक पिछले दो मैचों में कोई प्रभाव छोड़ने में असफल रहे हैं।
",0
576,"लेकिन राजस्थान के शिक्षा मंत्री इंतजार के मूड में नहीं हैं।
",1
2335,"वह लट्ठमार बोली बोलता है
",0
23,"मैं गैरी कर्स्टन और सहायक कोच रोब वाल्टर्स के रहने से काफी सहज महसूस करता हूं।
",1
2202,"पंजीकरण का पूर्ण विवरण होना आवश्यक है अन्यथा मरीज को दवा नहीं दी जा सकेगी।
",0
1709,"नोबल पुरस्कार विजेता गार्सिया मारकेस का निधन | मां ने मार डाला अपने ही छह बच्‍चों को |
",0
376,"उन्होंने कहा कि लेकिन अगर कुछ बढ़िया है तो यह रफ्तार पकड़ लेता है।
",1
1117,"प्रत्याशी व्यक्ति कभी भी निराश नहीं होगा
",1
1738,"इसके कारण दमा के मरीज काफी बढ़ गए हैं।
",0
226,"टाटा ग्रुप ब्रिटेन में अत्यधिक लोकप्रिय है.
",1
1873,"बढ़ती गरमी ने असर दिखाना शुरू कर दिया है।
",0
989,"संयमित कर्म करके मनुष्य अपना जीवन सफल बना सकता है
",1
